,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
265,paita,0,PE,1532379600,83,-5.09,-81.11,75.2,13.87
266,kiama,0,AU,1532379600,65,-34.67,150.86,46.4,4.7
267,tuatapere,8,NZ,1532385249,100,-46.13,167.69,42.68,11.68
268,cornwall,1,CA,1532384100,62,45.02,-74.73,87.8,6.93
269,colesberg,24,ZA,1532385250,82,-30.72,25.1,39.71,5.19
270,shelby,1,US,1532382960,18,48.51,-111.86,82.4,3.4
271,huanren,20,CN,1532385251,83,41.26,125.37,80.3,2.95
272,solnechnyy,36,RU,1532385251,80,50.72,136.64,74.72,3.62
273,vestmannaeyjar,80,IS,1532385252,100,63.44,-20.27,48.8,5.19
274,port elizabeth,90,US,1532384280,78,39.31,-74.98,80.6,10.29
275,upernavik,80,GL,1532385252,92,72.79,-56.15,40.07,11.9
276,carnduff,0,CA,1532385252,33,49.17,-101.8,76.52,16.04
277,warwick,75,US,1532382960,83,41.7,-71.42,84.2,11.41
278,lata,76,IN,1532385253,100,30.78,78.62,60.32,1.05
279,loa janan,80,ID,1532385253,87,-0.58,117.09,80.12,2.95
280,lisala,88,CD,1532385254,94,2.15,21.52,72.02,2.62
281,tabou,64,CI,1532385254,100,4.42,-7.36,78.41,10.11
282,kuvandyk,0,RU,1532385254,83,51.48,57.35,51.32,4.97
283,verkhovye,92,RU,1532385255,100,52.81,37.24,64.1,7.99
284,beloha,0,MG,1532385255,74,-25.17,45.06,60.86,9.89
285,constitucion,40,MX,1532382120,15,23.99,-104.67,89.6,3.36
286,port hardy,75,CA,1532383200,82,50.7,-127.42,60.8,9.17
287,olden,75,NO,1532380800,100,61.84,6.81,59.0,3.36
288,severnoye,12,RU,1532385256,88,54.09,52.54,51.32,3.18
289,mombetsu,0,JP,1532385257,88,44.35,143.35,59.87,2.17
290,antofagasta,90,CL,1532383200,71,-23.65,-70.4,57.2,8.05
291,boksitogorsk,0,RU,1532385257,85,59.47,33.85,63.92,3.4
292,gold coast,0,AU,1532383200,67,-28.0,153.41,62.6,8.05
293,khani,40,GE,1532383200,94,41.96,42.96,69.8,4.7
294,goderich,56,CA,1532385258,83,43.74,-81.71,73.91,5.97
295,kavaratti,92,IN,1532385259,96,10.57,72.64,82.64,24.76
296,hofn,92,IS,1532385259,100,64.25,-15.21,48.53,6.42
297,olinda,75,EC,1532383200,65,-2.03,-79.75,78.8,2.24
298,bemidji,40,US,1532384100,47,47.48,-94.89,78.8,14.99
299,gisborne,56,NZ,1532385260,66,-38.66,178.02,52.94,4.63
300,mehamn,75,NO,1532382600,76,71.03,27.85,55.4,13.87
301,college,1,US,1532383080,30,64.86,-147.8,80.6,4.63
302,staszow,0,PL,1532385261,65,50.56,21.17,70.67,12.24
303,itoman,20,JP,1532383200,88,26.12,127.67,82.4,5.82
304,san angelo,1,US,1532382660,14,31.46,-100.44,107.6,4.7
305,cascais,20,PT,1532383200,82,38.7,-9.42,66.2,5.82
306,taft,80,PH,1532385262,96,11.9,125.42,82.55,14.14
307,ekhabi,8,RU,1532385262,89,53.51,142.97,59.15,8.21
308,fereydun kenar,90,IR,1532383200,94,36.69,52.52,77.0,6.93
309,komsomolskiy,0,RU,1532385263,62,67.55,63.78,66.17,3.74
310,camacha,20,PT,1532383200,77,33.08,-16.33,71.6,5.82
311,rorvik,32,NO,1532385264,97,64.86,11.24,55.82,5.41
312,betare oya,80,CM,1532385264,98,5.6,14.08,66.8,2.17
313,palana,36,RU,1532385264,67,59.08,159.95,64.73,3.62
314,baruun-urt,92,MN,1532385264,100,46.68,113.28,59.78,9.66
315,payyannur,92,IN,1532385265,100,12.1,75.2,75.89,5.86
316,escanaba,75,US,1532382960,65,45.75,-87.06,77.0,9.17
317,waingapu,0,ID,1532385266,79,-9.65,120.26,71.12,7.54
318,chapleau,75,CA,1532383200,78,47.85,-83.4,73.4,3.36
319,bonito,68,BR,1532385266,56,-21.13,-56.49,76.43,9.44
320,lerwick,88,GB,1532384400,87,60.15,-1.15,53.6,9.17
321,abha,0,SA,1532383200,68,18.22,42.5,68.0,3.36
322,port hedland,75,AU,1532383200,87,-20.31,118.58,60.8,3.18
323,mount barker,75,AU,1532383200,87,-35.06,138.86,53.6,17.22
324,porto novo,0,BR,1532383200,53,-23.68,-45.44,71.6,3.36
325,buchloe,75,DE,1532384400,82,48.04,10.72,66.2,1.12
326,salalah,75,OM,1532382600,88,17.01,54.1,78.8,4.7
327,avera,40,US,1532382900,54,33.19,-82.53,87.8,8.05
328,los llanos de aridane,12,ES,1532383200,68,28.66,-17.92,71.6,12.75
329,saint-pierre,0,FR,1532383200,56,48.95,4.24,73.4,5.82
330,igra,0,RU,1532385271,81,57.55,53.1,53.48,2.84
331,saint-joseph,0,FR,1532383200,78,43.56,6.97,75.2,3.36
332,alofi,90,NU,1532383200,83,-19.06,-169.92,75.2,4.7
333,viedma,0,AR,1532385272,80,-40.81,-62.99,35.57,7.76
334,palaikastron,36,GR,1532385272,87,35.2,26.25,81.02,12.91
335,port moresby,8,PG,1532385272,95,-9.47,147.16,77.15,17.49
336,kirensk,0,RU,1532385273,81,57.78,108.12,53.48,3.4
337,tuensang,92,IN,1532385273,98,26.24,94.81,68.24,1.72
338,kaitangata,56,NZ,1532385273,90,-46.28,169.85,44.39,8.77
339,macas,48,EC,1532385274,89,-2.3,-78.12,64.55,3.4
340,villamontes,8,BO,1532385274,58,-21.26,-63.47,48.08,6.08
341,tura,92,IN,1532385274,99,25.52,90.21,74.72,3.18
342,lorengau,80,PG,1532385275,100,-2.02,147.27,82.55,4.29
343,malanje,0,AO,1532385275,62,-9.54,16.35,56.99,6.64
344,talnakh,0,RU,1532385275,68,69.49,88.39,45.47,10.67
345,beli potok,40,RS,1532383200,94,44.71,20.52,68.0,8.05
346,lircay,75,PE,1532383200,49,-12.99,-74.72,68.0,8.05
347,san carlos,75,VE,1532379600,70,9.66,-68.59,87.8,3.06
348,tazovskiy,8,RU,1532385277,37,67.47,78.7,54.47,6.08
349,cervo,0,BR,1532385278,84,-22.19,-46.24,53.66,2.39
350,mae sai,90,MM,1532379600,100,20.44,99.89,75.2,2.24
351,angoche,20,MZ,1532385278,97,-16.23,39.91,77.78,13.02
352,havoysund,40,NO,1532384400,87,71.0,24.66,51.8,5.82
353,siddapur,92,IN,1532385279,100,13.66,74.91,70.4,3.4
354,springbok,0,ZA,1532385221,51,-29.67,17.88,47.18,4.74
355,ginir,0,ET,1532385279,81,7.14,40.71,59.24,11.01
356,port-gentil,40,GA,1532383200,94,-0.72,8.78,73.4,10.29
357,zhuhai,0,CN,1532383200,94,40.71,112.04,68.0,4.47
358,douglas,1,US,1532382960,15,31.34,-109.55,102.2,9.17
359,dunedin,92,NZ,1532385121,100,-45.87,170.5,40.88,3.96
360,husavik,36,CA,1532385281,73,50.56,-96.99,70.94,13.8
361,matay,0,EG,1532385282,48,28.42,30.79,76.07,7.31
362,nelson bay,0,AU,1532383200,66,-32.72,152.14,48.2,2.24
363,imeni poliny osipenko,88,RU,1532385282,86,52.42,136.49,67.25,5.08
364,little current,75,CA,1532383200,73,45.98,-81.93,77.0,6.93
365,leningradskiy,36,RU,1532385283,58,69.38,178.42,54.65,8.43
366,lompoc,1,US,1532382960,73,34.64,-120.46,82.4,17.22
367,touros,44,BR,1532385284,87,-5.2,-35.46,75.71,16.04
368,baykit,88,RU,1532385284,97,61.68,96.39,54.2,5.41
369,pinawa,68,CA,1532385284,68,50.15,-95.88,71.66,13.8
370,hambantota,0,LK,1532385285,100,6.12,81.12,79.58,19.51
371,deming,1,US,1532384100,13,32.27,-107.76,102.2,9.17
372,pringsewu,24,ID,1532385285,92,-5.36,104.98,72.02,2.17
373,polyarnyy,20,RU,1532383200,93,69.2,33.45,59.0,5.08
374,kilindoni,44,TZ,1532385286,92,-7.91,39.67,77.33,21.07
375,muros,75,ES,1532383200,88,42.77,-9.06,64.4,3.36
376,menomonie,75,US,1532384100,48,44.88,-91.92,84.2,9.17
377,ixtapa,75,MX,1532382540,79,20.71,-105.21,87.8,8.05
378,nadym,12,RU,1532385287,57,65.53,72.51,65.81,2.17
379,marsabit,36,KE,1532385287,62,2.34,37.99,71.03,15.59
380,qaqortoq,40,GL,1532382600,33,60.72,-46.03,62.6,3.36
381,svencionys,100,LT,1532385288,98,55.15,26.17,64.1,4.63
382,kendari,80,ID,1532385288,99,-3.99,122.52,72.47,2.39
383,hobyo,0,SO,1532385288,77,5.35,48.53,75.53,22.19
384,ocean city,75,US,1532382960,70,30.44,-86.61,89.6,4.7
385,yar-sale,64,RU,1532385289,80,66.83,70.83,55.55,4.74
386,santa rosa,0,AR,1532385291,57,-36.62,-64.29,34.04,5.19
387,bandarbeyla,32,SO,1532385291,79,9.49,50.81,76.43,31.03
388,povenets,12,RU,1532385291,90,62.85,34.83,63.29,3.29
389,arvika,0,SE,1532384400,68,59.65,12.59,66.2,6.93
390,monrovia,20,LR,1532383200,94,6.33,-10.8,75.2,4.97
391,stepnoye,75,RU,1532383200,56,51.38,46.84,68.0,8.95
392,saltabarranca,0,MX,1532385293,74,18.59,-95.53,86.6,5.53
393,tatsuno,40,JP,1532383200,78,34.87,134.51,80.6,3.36
394,arua,0,UG,1532385293,69,3.02,30.91,69.23,7.43
395,olutanga,44,PH,1532385293,100,7.31,122.85,83.45,5.41
396,coquimbo,0,CL,1532383200,81,-29.95,-71.34,51.8,10.29
397,norman wells,20,CA,1532383200,41,65.28,-126.83,78.8,12.75
398,christchurch,88,NZ,1532383200,93,-43.53,172.64,42.8,6.93
399,the valley,40,AI,1532383200,78,18.22,-63.06,82.4,14.99
400,gyor,0,HU,1532383200,60,47.68,17.64,73.4,11.41
401,seymchan,0,RU,1532385295,48,62.93,152.39,69.77,8.1
402,yumen,0,CN,1532385295,30,40.29,97.04,65.9,4.63
403,vila franca do campo,40,PT,1532383200,88,37.72,-25.43,69.8,6.93
404,kemin,8,KG,1532385296,87,42.79,75.7,48.8,2.17
405,hay river,40,CA,1532383200,55,60.82,-115.79,60.8,6.93
406,kudat,75,MY,1532379600,100,6.89,116.84,75.2,1.12
407,balabac,80,PH,1532385297,99,7.99,117.06,84.44,7.43
408,florianopolis,75,BR,1532383200,88,-27.6,-48.55,62.6,10.29
409,karratha,0,AU,1532385298,46,-20.74,116.85,59.06,4.63
410,adrar,0,DZ,1532383200,13,27.87,-0.29,100.4,6.93
411,quelimane,20,MZ,1532383200,94,-17.88,36.89,69.8,2.24
412,opuwo,0,NA,1532385299,59,-18.06,13.84,45.65,5.97
413,homestead,20,US,1532382960,88,25.47,-80.48,82.4,3.36
414,tiznit,0,MA,1532385299,95,29.7,-9.73,67.52,3.51
415,nabire,76,ID,1532385299,93,-3.36,135.5,71.48,1.72
416,aloleng,92,PH,1532385300,100,16.13,119.78,76.97,7.31
417,lansdale,75,US,1532384520,78,40.24,-75.28,82.4,10.29
418,te anau,32,NZ,1532385300,96,-45.41,167.72,37.91,3.06
419,mecca,0,SA,1532383200,23,21.43,39.83,95.0,2.84
420,tsarychanka,24,UA,1532385301,82,48.94,34.49,65.18,2.06
421,benghazi,0,LY,1532383200,13,32.12,20.07,89.6,14.99
422,souillac,0,FR,1532383200,56,45.6,-0.6,73.4,4.63
423,kattivakkam,20,IN,1532385000,66,13.22,80.32,86.0,6.93
424,voh,20,NC,1532385302,97,-20.95,164.69,70.85,11.56
425,las palmas,40,PE,1532383200,55,-6.53,-76.35,87.8,5.82
426,lae,40,PG,1532379600,83,-6.72,146.98,75.2,3.36
427,oranjemund,0,ZA,1532385304,96,-28.55,16.43,59.33,8.43
428,samarai,76,PG,1532385304,98,-10.62,150.67,78.5,16.71
429,helena,1,US,1532382780,14,46.59,-112.04,89.6,6.93
430,inongo,64,CD,1532385305,44,-1.93,18.29,81.38,5.3
431,sharjah,0,AE,1532383200,59,25.36,55.39,95.0,5.82
432,banka,92,IN,1532385305,96,24.88,86.92,76.25,7.43
433,karpathos,0,GR,1532382600,69,35.51,27.21,80.6,13.87
434,tubuala,40,PA,1532383200,88,9.52,-79.03,80.6,4.7
435,verkhnyaya inta,0,RU,1532385306,66,65.99,60.32,65.81,5.41
436,marsa matruh,0,EG,1532379600,78,31.35,27.25,78.8,6.93
437,krasnaya gora,80,RU,1532383200,93,53.01,31.6,66.2,6.71
438,mountain home,20,US,1532383080,8,43.13,-115.69,98.6,5.82
439,kirando,0,TZ,1532385307,100,-7.37,30.62,66.62,13.24
440,taitung,0,TW,1532383200,88,22.76,121.15,78.8,3.36
441,san isidro,92,PH,1532385309,100,16.74,121.63,72.92,4.07
442,rio grande,90,BR,1532382300,81,-32.03,-52.1,51.8,11.41
443,ponta do sol,0,BR,1532385310,64,-20.63,-46.0,59.15,4.85
444,waipawa,92,NZ,1532385310,95,-39.94,176.59,45.02,3.74
445,rhyl,75,GB,1532384400,82,53.32,-3.49,68.0,9.17
446,kouroussa,56,GN,1532385310,98,10.65,-9.88,71.12,2.62
447,yashan,36,CN,1532385311,86,30.81,118.02,83.63,3.74
448,mount gambier,92,AU,1532385114,98,-37.83,140.78,52.94,14.14
449,fairbanks,1,US,1532383080,30,64.84,-147.72,80.6,4.63
450,cape canaveral,1,US,1532382960,83,28.41,-80.6,82.4,5.82
451,russell,0,AR,1532383200,26,-33.01,-68.8,48.2,2.24
452,venado,0,MX,1532385313,22,22.93,-101.09,83.63,11.56
453,nyurba,80,RU,1532385313,79,63.29,118.35,56.81,2.73
454,halifax,75,CA,1532383200,94,44.65,-63.58,77.0,5.82
455,sibolga,24,ID,1532385314,99,1.74,98.78,67.97,1.83
456,zarate,90,PE,1532383200,82,-13.68,-76.08,64.4,11.41
457,nemuro,56,JP,1532385314,100,43.32,145.57,59.06,1.95
458,miram shah,88,PK,1532385315,100,33.01,70.07,71.12,0.94
459,rafsanjan,12,IR,1532385315,26,30.4,55.99,64.82,2.39
460,nuuk,40,GL,1532382600,81,64.17,-51.74,44.6,11.41
461,houston,40,US,1532382900,35,29.76,-95.37,100.4,8.05
462,champerico,40,MX,1532382480,32,16.38,-93.6,96.8,13.87
463,belen,20,TR,1532382600,74,36.49,36.19,80.6,13.87
464,tamandare,0,BR,1532383200,48,-8.28,-70.75,87.8,3.36
465,cuenca,0,ES,1532385317,53,40.07,-2.13,62.93,3.96
466,luderitz,8,NA,1532385318,76,-26.65,15.16,55.73,5.3
467,isaka,8,CD,1532385318,42,-2.81,17.72,78.05,4.52
468,weligama,36,LK,1532385318,94,5.97,80.42,78.5,17.27
469,atambua,0,ID,1532385318,100,-9.11,124.89,74.36,7.43
470,bolivar,40,US,1532382720,43,37.61,-93.41,87.8,13.87
471,matara,0,PE,1532385320,74,-13.74,-72.9,38.81,1.95
472,quibdo,75,CO,1532379600,83,5.69,-76.66,82.4,8.05
473,la asuncion,40,EC,1532379600,45,-1.64,-78.74,68.0,25.28
474,nsoko,0,ZA,1532385320,85,-27.07,31.93,47.72,4.18
475,krasnogorodsk,0,RU,1532385321,88,56.83,28.28,66.26,6.31
476,abu dhabi,0,AE,1532383200,56,24.47,54.37,93.2,6.93
477,ramshir,0,IR,1532383200,28,30.89,49.41,86.0,2.24
478,ormond beach,40,US,1532382780,94,29.29,-81.06,87.8,5.82
479,huanuco,24,PE,1532385322,73,-9.93,-76.24,47.72,2.73
480,namtsy,32,RU,1532385322,60,62.72,129.66,62.57,3.4
481,magadan,56,RU,1532383200,60,59.56,150.8,68.0,6.71
482,turukhansk,0,RU,1532385323,63,65.8,87.96,51.23,11.34
483,maniitsoq,100,GL,1532385323,87,65.42,-52.9,43.31,7.76
484,nioki,8,CD,1532385323,51,-2.72,17.69,77.33,4.63
485,mana,40,RS,1532383200,100,43.52,20.24,66.2,3.36
486,batagay-alyta,92,RU,1532385324,96,67.8,130.41,47.09,4.52
487,pimentel,8,BR,1532385324,73,-3.7,-45.5,78.05,4.29
488,cumanayagua,68,CU,1532383140,62,22.15,-80.2,91.4,10.29
489,kamaishi,92,JP,1532385325,100,39.28,141.86,68.24,3.4
490,rosiori,12,RO,1532385325,92,44.8,27.38,66.08,3.18
491,dzaoudzi,90,YT,1532383200,83,-12.79,45.27,69.8,31.09
492,abalak,32,NE,1532385326,57,15.46,6.28,82.19,9.22
493,shiyan,0,CN,1532385326,74,32.65,110.78,80.12,2.17
494,lingao,92,CN,1532385327,100,19.91,109.69,76.52,4.97
495,aklavik,20,CA,1532383200,48,68.22,-135.01,86.0,2.24
496,newberg,1,US,1532382960,26,45.3,-122.97,93.2,5.08
497,beyneu,88,KZ,1532385328,36,45.32,55.19,76.43,14.03
498,miraflores,76,CO,1532385328,86,5.2,-73.14,56.0,2.17
499,bereda,40,ES,1532385000,88,43.27,-7.54,66.2,2.24
500,baglung,20,NP,1532385329,80,28.27,83.59,57.71,2.28
501,bangassou,80,CF,1532385330,100,4.74,22.82,68.6,1.61
502,port macquarie,68,AU,1532383200,87,-31.43,152.91,46.4,2.24
503,zhengjiatun,48,CN,1532385330,86,43.51,123.51,83.09,10.67
504,altagracia de orituco,88,VE,1532385331,44,9.86,-66.38,84.8,7.2
505,qianan,36,CN,1532385331,89,44.99,124.06,81.02,7.43
506,verkhnevilyuysk,80,RU,1532385331,87,63.45,120.31,57.35,3.18
507,buraydah,0,SA,1532383200,25,26.33,43.97,89.6,8.05
508,shestakovo,0,RU,1532385332,79,56.49,103.96,54.83,3.62
509,rubizhne,24,UA,1532385332,85,49.02,38.37,64.82,1.95
510,date,75,JP,1532384160,93,42.53,140.93,62.6,1.12
511,ballina,75,IE,1532379600,87,54.11,-9.15,57.2,8.05
512,thinadhoo,92,MV,1532385333,100,0.53,72.93,78.68,21.52
513,lavrentiya,64,RU,1532385334,92,65.58,-170.99,45.92,4.85
514,san cristobal,75,EC,1532383200,55,-0.39,-78.55,62.6,17.22
515,harindanga,75,IN,1532383200,88,22.04,88.32,82.4,4.7
516,idah,92,NG,1532385335,100,7.11,6.73,72.29,6.08
517,abu samrah,0,SY,1532385335,53,35.3,37.18,74.45,9.22
518,khorinsk,0,RU,1532385336,76,52.16,109.78,63.38,3.29
519,balclutha,56,NZ,1532385337,90,-46.24,169.74,44.39,8.77
520,jinchang,0,CN,1532385337,58,38.52,102.19,60.23,3.18
521,miracema do tocantins,0,BR,1532385338,36,-9.56,-48.4,79.58,9.1
522,gravdal,92,NO,1532384400,93,59.79,5.78,62.6,6.93
523,bartica,20,GY,1532383200,78,6.41,-58.62,82.4,13.87
524,sangar,0,RU,1532385339,71,63.92,127.47,60.68,2.95
525,gizo,0,IL,1532382600,74,31.8,34.94,80.6,3.36
526,novo aripuana,92,BR,1532385339,55,-5.12,-60.38,85.88,3.29
527,tupiza,8,BO,1532385340,43,-21.44,-65.72,43.31,8.1
528,san andres,32,PH,1532385341,99,13.32,122.68,83.9,8.99
529,maragogi,92,BR,1532385341,98,-9.01,-35.22,72.56,8.32
530,kaeo,44,NZ,1532385341,84,-35.1,173.78,54.74,4.63
531,andrushivka,76,UA,1532385342,97,50.03,29.02,63.2,7.76
532,talcahuano,0,CL,1532383200,66,-36.72,-73.12,53.6,6.93
